Record Length,2.500000e+03,,  -0.000001260000,  -0.00208,
Sample Interval,2.000000e-09,,  -0.000001258000,  -0.00192,
Trigger Point,6.300000000000e+02,,  -0.000001256000,  -0.00208,
,,,  -0.000001254000,  -0.00208,
,,,  -0.000001252000,  -0.00216,
,,,  -0.000001250000,  -0.00232,
Source,CH1,,  -0.000001248000,  -0.00216,
Vertical Units,V,,  -0.000001246000,  -0.00224,
Vertical Scale,2.000000e-03,,  -0.000001244000,  -0.00232,
Vertical Offset,4.000000e-03,,  -0.000001242000,  -0.00248,
Horizontal Units,s,,  -0.000001240000,  -0.00232,
Horizontal Scale,5.000000e-07,,  -0.000001238000,  -0.00224,
Pt Fmt,Y,,  -0.000001236000,  -0.00224,
Yzero,0.000000e+00,,  -0.000001234000,  -0.00240,
Probe Atten,1.000000e+00,,  -0.000001232000,  -0.00240,
Model Number,TBS1202B-EDU,,  -0.000001230000,  -0.00224,
Serial Number,C011050,,  -0.000001228000,  -0.00248,
Firmware Version,FV:v4.0,,  -0.000001226000,  -0.00232,
,,,-00.000001224000,  -0.00240,
,,,-00.000001222000,  -0.00256,
,,,-00.000001220000,  -0.00240,
,,,-00.000001218000,  -0.00264,
,,,-00.000001216000,  -0.00248,
,,,-00.000001214000,  -0.00280,
,,,-00.000001212000,  -0.00304,
,,,-00.000001210000,  -0.00304,
,,,-00.000001208000,  -0.00288,
,,,-00.000001206000,  -0.00264,
,,,-00.000001204000,  -0.00256,
,,,-00.000001202000,  -0.00280,
,,,-00.000001200000,  -0.00248,
,,,-00.000001198000,  -0.00264,
,,,-00.000001196000,  -0.00248,
,,,-00.000001194000,  -0.00296,
,,,-00.000001192000,  -0.00280,
,,,-00.000001190000,  -0.00280,
,,,-00.000001188000,  -0.00264,
,,,-00.000001186000,  -0.00272,
,,,-00.000001184000,  -0.00272,
,,,-00.000001182000,  -0.00256,
,,,-00.000001180000,  -0.00232,
,,,-00.000001178000,  -0.00216,
,,,-00.000001176000,  -0.00240,
,,,-00.000001174000,  -0.00224,
,,,-00.000001172000,  -0.00232,
,,,-00.000001170000,  -0.00248,
,,,-00.000001168000,  -0.00224,
,,,-00.000001166000,  -0.00200,
,,,-00.000001164000,  -0.00200,
,,,-00.000001162000,  -0.00176,
,,,-00.000001160000,  -0.00184,
,,,-00.000001158000,  -0.00168,
,,,-00.000001156000,  -0.00152,
,,,-00.000001154000,  -0.00152,
,,,-00.000001152000,  -0.00152,
,,,-00.000001150000,  -0.00152,
,,,-00.000001148000,  -0.00160,
,,,-00.000001146000,  -0.00160,
,,,-00.000001144000,  -0.00176,
,,,-00.000001142000,  -0.00168,
,,,-00.000001140000,  -0.00160,
,,,-00.000001138000,  -0.00176,
,,,-00.000001136000,  -0.00176,
,,,-00.000001134000,  -0.00192,
,,,-00.000001132000,  -0.00192,
,,,-00.000001130000,  -0.00200,
,,,-00.000001128000,  -0.00200,
,,,-00.000001126000,  -0.00224,
,,,-00.000001124000,  -0.00240,
,,,-00.000001122000,  -0.00232,
,,,-00.000001120000,  -0.00272,
,,,-00.000001118000,  -0.00240,
,,,-00.000001116000,  -0.00240,
,,,-00.000001114000,  -0.00240,
,,,-00.000001112000,  -0.00248,
,,,-00.000001110000,  -0.00280,
,,,-00.000001108000,  -0.00280,
,,,-00.000001106000,  -0.00280,
,,,-00.000001104000,  -0.00312,
,,,-00.000001102000,  -0.00312,
,,,-00.000001100000,  -0.00296,
,,,-00.000001098000,  -0.00288,
,,,-00.000001096000,  -0.00296,
,,,-00.000001094000,  -0.00296,
,,,-00.000001092000,  -0.00264,
,,,-00.000001090000,  -0.00264,
,,,-00.000001088000,  -0.00256,
,,,-00.000001086000,  -0.00264,
,,,-00.000001084000,  -0.00256,
,,,-00.000001082000,  -0.00256,
,,,-00.000001080000,  -0.00248,
,,,-00.000001078000,  -0.00232,
,,,-00.000001076000,  -0.00232,
,,,-00.000001074000,  -0.00224,
,,,-00.000001072000,  -0.00224,
,,,-00.000001070000,  -0.00224,
,,,-00.000001068000,  -0.00232,
,,,-00.000001066000,  -0.00208,
,,,-00.000001064000,  -0.00208,
,,,-00.000001062000,  -0.00208,
,,,-00.000001060000,  -0.00192,
,,,-00.000001058000,  -0.00160,
,,,-00.000001056000,  -0.00144,
,,,-00.000001054000,  -0.00128,
,,,-00.000001052000,  -0.00144,
,,,-00.000001050000,  -0.00128,
,,,-00.000001048000,  -0.00152,
,,,-00.000001046000,  -0.00152,
,,,-00.000001044000,  -0.00168,
,,,-00.000001042000,  -0.00200,
,,,-00.000001040000,  -0.00192,
,,,-00.000001038000,  -0.00192,
,,,-00.000001036000,  -0.00200,
,,,-00.000001034000,  -0.00208,
,,,-00.000001032000,  -0.00208,
,,,-00.000001030000,  -0.00192,
,,,-00.000001028000,  -0.00232,
,,,-00.000001026000,  -0.00216,
,,,-00.000001024000,  -0.00216,
,,,-00.000001022000,  -0.00208,
,,,-00.000001020000,  -0.00200,
,,,-00.000001018000,  -0.00208,
,,,-00.000001016000,  -0.00208,
,,,-00.000001014000,  -0.00192,
,,,-00.000001012000,  -0.00184,
,,,-00.000001010000,  -0.00176,
,,,-00.000001008000,  -0.00192,
,,,-00.000001006000,  -0.00208,
,,,-00.000001004000,  -0.00224,
,,,-00.000001002000,  -0.00224,
,,,-00.000001000000,  -0.00248,
,,,-00.000000998000,  -0.00256,
,,,-00.000000996000,  -0.00256,
,,,-00.000000994000,  -0.00256,
,,,-00.000000992000,  -0.00248,
,,,-00.000000990000,  -0.00248,
,,,-00.000000988000,  -0.00232,
,,,-00.000000986000,  -0.00224,
,,,-00.000000984000,  -0.00232,
,,,-00.000000982000,  -0.00224,
,,,-00.000000980000,  -0.00232,
,,,-00.000000978000,  -0.00232,
,,,-00.000000976000,  -0.00248,
,,,-00.000000974000,  -0.00224,
,,,-00.000000972000,  -0.00208,
,,,-00.000000970000,  -0.00224,
,,,-00.000000968000,  -0.00200,
,,,-00.000000966000,  -0.00216,
,,,-00.000000964000,  -0.00192,
,,,-00.000000962000,  -0.00192,
,,,-00.000000960000,  -0.00176,
,,,-00.000000958000,  -0.00152,
,,,-00.000000956000,  -0.00160,
,,,-00.000000954000,  -0.00152,
,,,-00.000000952000,  -0.00112,
,,,-00.000000950000,  -0.00104,
,,,-00.000000948000,  -0.00088,
,,,-00.000000946000,  -0.00128,
,,,-00.000000944000,  -0.00112,
,,,-00.000000942000,  -0.00120,
,,,-00.000000940000,  -0.00152,
,,,-00.000000938000,  -0.00144,
,,,-00.000000936000,  -0.00168,
,,,-00.000000934000,  -0.00160,
,,,-00.000000932000,  -0.00176,
,,,-00.000000930000,  -0.00152,
,,,-00.000000928000,  -0.00160,
,,,-00.000000926000,  -0.00192,
,,,-00.000000924000,  -0.00168,
,,,-00.000000922000,  -0.00176,
,,,-00.000000920000,  -0.00168,
,,,-00.000000918000,  -0.00160,
,,,-00.000000916000,  -0.00152,
,,,-00.000000914000,  -0.00144,
,,,-00.000000912000,  -0.00136,
,,,-00.000000910000,  -0.00144,
,,,-00.000000908000,  -0.00144,
,,,-00.000000906000,  -0.00168,
,,,-00.000000904000,  -0.00168,
,,,-00.000000902000,  -0.00176,
,,,-00.000000900000,  -0.00208,
,,,-00.000000898000,  -0.00192,
,,,-00.000000896000,  -0.00224,
,,,-00.000000894000,  -0.00224,
,,,-00.000000892000,  -0.00208,
,,,-00.000000890000,  -0.00192,
,,,-00.000000888000,  -0.00208,
,,,-00.000000886000,  -0.00176,
,,,-00.000000884000,  -0.00160,
,,,-00.000000882000,  -0.00120,
,,,-00.000000880000,  -0.00120,
,,,-00.000000878000,  -0.00112,
