Record Length,2.500000e+03,,  -0.000232000000,  -2.04000,
Sample Interval,4.000000e-07,,  -0.000231600000,  -2.04000,
Trigger Point,5.800000000000e+02,,  -0.000231200000,  -2.00000,
,,,  -0.000230800000,  -2.12000,
,,,  -0.000230400000,  -1.96000,
,,,  -0.000230000000,  -2.04000,
Source,CH2,,  -0.000229600000,  -2.00000,
Vertical Units,V,,  -0.000229200000,  -1.96000,
Vertical Scale,1.000000e+00,,  -0.000228800000,  -2.08000,
Vertical Offset,-1.600000e-01,,  -0.000228400000,  -2.00000,
Horizontal Units,s,,  -0.000228000000,  -2.00000,
Horizontal Scale,1.000000e-04,,  -0.000227600000,  -2.04000,
Pt Fmt,Y,,  -0.000227200000,  -2.00000,
Yzero,0.000000e+00,,  -0.000226800000,  -2.04000,
Probe Atten,1.000000e+00,,  -0.000226400000,  -1.96000,
Model Number,TBS1202B-EDU,,  -0.000226000000,  -2.00000,
Serial Number,C011050,,  -0.000225600000,  -2.00000,
Firmware Version,FV:v4.0,,  -0.000225200000,  -2.00000,
,,,-00.000224800000,  -2.04000,
,,,-00.000224400000,  -1.96000,
,,,-00.000224000000,  -2.04000,
,,,-00.000223600000,  -2.08000,
,,,-00.000223200000,  -2.00000,
,,,-00.000222800000,  -2.08000,
,,,-00.000222400000,  -1.96000,
,,,-00.000222000000,  -2.04000,
,,,-00.000221600000,  -2.04000,
,,,-00.000221200000,  -2.00000,
,,,-00.000220800000,  -2.08000,
,,,-00.000220400000,  -1.96000,
,,,-00.000220000000,  -2.04000,
,,,-00.000219600000,  -2.00000,
,,,-00.000219200000,  -1.96000,
,,,-00.000218800000,  -2.04000,
,,,-00.000218400000,  -1.96000,
,,,-00.000218000000,  -2.00000,
,,,-00.000217600000,  -2.00000,
,,,-00.000217200000,  -2.00000,
,,,-00.000216800000,  -2.04000,
,,,-00.000216400000,  -1.96000,
,,,-00.000216000000,  -2.04000,
,,,-00.000215600000,  -2.00000,
,,,-00.000215200000,  -2.04000,
,,,-00.000214800000,  -2.08000,
,,,-00.000214400000,  -1.96000,
,,,-00.000214000000,  -2.00000,
,,,-00.000213600000,  -2.08000,
,,,-00.000213200000,  -1.96000,
,,,-00.000212800000,  -2.04000,
,,,-00.000212400000,  -1.96000,
